Dish ID,Ingredient Name,Mass (g),Carbs (g),Glycemic Index,Glycemic Load,Class
dish_1558550127,almonds,22,4.994,15,0.7491,1
dish_1558550181,grapes,42,7.56,56,4.2336,1
dish_1558550218,almonds,22,4.994,15,0.7491,2
dish_1558550218,grapes,42,7.56,56,4.2336,2
dish_1558550218,apple,142,19.88,36,7.1568,2
dish_1558628339,bacon,13,0.182,0,0,1
dish_1558628515,berries,56,7.84,35,2.744,1
dish_1558628711,yam,64.5,18.963,70,13.2741,3
dish_1558628711,sweet potato,64.5,11.61,70,8.127,3
dish_1558628760,berries,56,7.84,35,2.744,3
dish_1558628760,yam,64.5,18.963,70,13.2741,3
dish_1558628760,sweet potato,64.5,11.61,70,8.127,3
dish_1558628760,bacon,13,0.182,0,0,3
dish_1558628888,eggs,72,0.864,0,0,1
dish_1558628921,carrot,60,6,30,1.8,1
dish_1558628956,garden salad,14,0.448,30,0.1344,1
dish_1558629013,strawberries,80,6.4,25,1.6,1
dish_1558629041,eggs,72,0.864,0,0,1
dish_1558629041,strawberries,80,6.4,25,1.6,1
dish_1558629041,carrot,60,6,30,1.8,1
dish_1558629041,garden salad,14,0.448,30,0.1344,1
dish_1558629398,tomatoes,64,4.352,30,1.3056,1
dish_1558629444,almonds,39,8.853,15,1.32795,1
dish_1558629488,cauliflower,64,3.2,15,0.48,1
dish_1558629517,cauliflower,64,3.2,15,0.48,1
dish_1558629517,tomatoes,64,4.352,30,1.3056,1
dish_1558629517,almonds,39,8.853,15,1.32795,1
dish_1558629578,cauliflower,90,4.5,15,0.675,1
dish_1558629644,mixed greens,15,0.795,15,0.11925,1
dish_1558629677,apple,142,19.88,36,7.1568,1
dish_1558629715,apple,142,19.88,36,7.1568,1
dish_1558629715,cauliflower,90,4.5,15,0.675,1
dish_1558629715,mixed greens,15,0.795,15,0.11925,1
dish_1558629818,almonds,27,6.129,15,0.91935,1
dish_1558629878,apple,142,19.88,36,7.1568,1
dish_1558630006,grapes,75,13.5,56,7.56,1
dish_1558630038,cauliflower,51,2.55,15,0.3825,1
dish_1558630072,apple,142,19.88,36,7.1568,2
dish_1558630072,almonds,27,6.129,15,0.91935,2
dish_1558630072,grapes,75,13.5,56,7.56,2
dish_1558630072,cauliflower,51,2.55,15,0.3825,2
dish_1558630176,apple,142,19.88,36,7.1568,1
dish_1558630207,almonds,116,26.332,15,3.9498,1
dish_1558630288,garden salad,11,0.352,30,0.1056,1
dish_1558630325,apple,142,19.88,36,7.1568,2
dish_1558630325,garden salad,11,0.352,30,0.1056,2
dish_1558630325,almonds,116,26.332,15,3.9498,2
dish_1558630450,grapes,125,22.5,56,12.6,2
dish_1558630488,cantaloupe,88,7.04,65,4.576,1
dish_1558630600,apple,142,19.88,36,7.1568,1
dish_1558630649,cantaloupe,88,7.04,65,4.576,3
dish_1558630649,grapes,125,22.5,56,12.6,3
dish_1558630649,apple,142,19.88,36,7.1568,3
dish_1558630737,cauliflower,89,4.45,15,0.6675,1
dish_1558630814,almonds,34,7.718,15,1.1577,1
dish_1558630867,apple,142,19.88,36,7.1568,1
dish_1558630932,apple,142,19.88,36,7.1568,1
dish_1558630932,cauliflower,89,4.45,15,0.6675,1
dish_1558630932,almonds,34,7.718,15,1.1577,1
dish_1558631825,corn on the cob,112,24.64,48,11.8272,2
dish_1558631872,cherry tomatoes,89,3.471,30,1.0413,1
dish_1558631904,apple,154,21.56,36,7.7616,1
dish_1558631932,apple,154,21.56,36,7.7616,3
dish_1558631932,corn on the cob,112,24.64,48,11.8272,3
dish_1558631932,cherry tomatoes,89,3.471,30,1.0413,3
dish_1558632080,corn on the cob,68,14.96,48,7.1808,1
dish_1558632130,cantaloupe,99,7.92,65,5.148,1
dish_1558632198,garden salad,26,0.832,30,0.2496,1
dish_1558632233,garden salad,26,0.832,30,0.2496,2
dish_1558632233,corn on the cob,68,14.96,48,7.1808,2
dish_1558632233,cantaloupe,99,7.92,65,5.148,2
dish_1558632445,almonds,91,20.657,15,3.09855,1
dish_1558632475,corn on the cob,112,24.64,48,11.8272,2
dish_1558632799,corn on the cob,19,4.18,48,2.0064,1
dish_1558632921,apple,155,21.7,36,7.812,1
dish_1558632959,cherry tomatoes,89,3.471,30,1.0413,1
dish_1558632990,cauliflower,101,5.05,15,0.7575,1
dish_1558633158,carrot,85,8.5,30,2.55,1
dish_1558633221,corn on the cob,19,4.18,48,2.0064,2
dish_1558633221,cherry tomatoes,89,3.471,30,1.0413,2
dish_1558633221,apple,155,21.7,36,7.812,2
dish_1558633221,cauliflower,101,5.05,15,0.7575,2
dish_1558633221,carrot,85,8.5,30,2.55,2
dish_1558635400,cauliflower,100,5,15,0.75,1
dish_1558635489,corn on the cob,74,16.28,48,7.8144,1
dish_1558635523,white rice,43,12.04,70,8.428,1
dish_1558635546,apple,117,16.38,36,5.8968,1
dish_1558635618,corn on the cob,74,16.28,48,7.8144,3
dish_1558635618,apple,117,16.38,36,5.8968,3
dish_1558635618,white rice,43,12.04,70,8.428,3
dish_1558635618,cauliflower,100,5,15,0.75,3
dish_1558635865,corn on the cob,19,4.18,48,2.0064,1
dish_1558635933,cantaloupe,98,7.84,65,5.096,1
dish_1558635962,almonds,9,2.043,15,0.30645,1
dish_1558635994,grapes,136,24.48,56,13.7088,2
dish_1558636028,grapes,136,24.48,56,13.7088,3
dish_1558636028,corn on the cob,19,4.18,48,2.0064,3
dish_1558636028,cantaloupe,98,7.84,65,5.096,3
dish_1558636028,almonds,9,2.043,15,0.30645,3
dish_1558636388,cauliflower,96,4.8,15,0.72,1
dish_1558636483,apple,154,21.56,36,7.7616,1
dish_1558636514,cherry tomatoes,89,3.471,30,1.0413,1
dish_1558636544,almonds,71,16.117,15,2.41755,1
dish_1558636582,cherry tomatoes,89,3.471,30,1.0413,2
dish_1558636582,apple,154,21.56,36,7.7616,2
dish_1558636582,cauliflower,96,4.8,15,0.72,2
dish_1558636582,almonds,71,16.117,15,2.41755,2
dish_1558636763,apple,117,16.38,36,5.8968,1
dish_1558636813,grapes,88,15.84,56,8.8704,1
dish_1558636868,almonds,8,1.816,15,0.2724,1
dish_1558636902,carrot,95,9.5,30,2.85,1
dish_1558636928,cherry tomatoes,89,3.471,30,1.0413,1
dish_1558636980,apple,117,16.38,36,5.8968,2
dish_1558636980,grapes,88,15.84,56,8.8704,2
dish_1558636980,carrot,95,9.5,30,2.85,2
dish_1558636980,cherry tomatoes,89,3.471,30,1.0413,2
dish_1558636980,almonds,8,1.816,15,0.2724,2
dish_1558637214,grapes,16,2.88,56,1.6128,1
dish_1558637247,corn on the cob,111,24.42,48,11.7216,2
dish_1558637351,apple,154,21.56,36,7.7616,1
dish_1558637393,almonds,128,29.056,15,4.3584,1
dish_1558637423,corn on the cob,111,24.42,48,11.7216,3
dish_1558637423,grapes,16,2.88,56,1.6128,3
dish_1558637423,apple,154,21.56,36,7.7616,3
dish_1558637423,almonds,128,29.056,15,4.3584,3
dish_1558637698,cauliflower,49,2.45,15,0.3675,1
dish_1558637769,apple,154,21.56,36,7.7616,1
dish_1558637865,corn on the cob,67,14.74,48,7.0752,1
dish_1558637896,grapes,123,22.14,56,12.3984,2
dish_1558637932,corn on the cob,67,14.74,48,7.0752,3
dish_1558637932,apple,154,21.56,36,7.7616,3
dish_1558637932,cauliflower,49,2.45,15,0.3675,3
dish_1558637932,grapes,123,22.14,56,12.3984,3
dish_1558638137,apple,117,16.38,36,5.8968,1
dish_1558638163,carrot,99,9.9,30,2.97,1
dish_1558638216,white rice,43,12.04,70,8.428,1
dish_1558638246,cantaloupe,97,7.76,65,5.044,1
dish_1558638292,cantaloupe,97,7.76,65,5.044,3
dish_1558638292,apple,117,16.38,36,5.8968,3
dish_1558638292,white rice,43,12.04,70,8.428,3
dish_1558638292,carrot,99,9.9,30,2.97,3
dish_1558638844,apple,154,21.56,36,7.7616,1
dish_1558638896,cherry tomatoes,126,4.914,30,1.4742,1
dish_1558638924,cauliflower,25,1.25,15,0.1875,1
dish_1558638954,grapes,129,23.22,56,13.0032,2
dish_1558638983,corn on the cob,56,12.32,48,5.9136,1
dish_1558639012,cherry tomatoes,126,4.914,30,1.4742,3
dish_1558639012,corn on the cob,56,12.32,48,5.9136,3
dish_1558639012,cauliflower,25,1.25,15,0.1875,3
dish_1558639012,apple,154,21.56,36,7.7616,3
dish_1558639012,grapes,129,23.22,56,13.0032,3
dish_1558639045,corn on the cob,110,24.2,48,11.616,2
dish_1558639089,grapes,28,5.04,56,2.8224,1
dish_1558639138,carrot,54,5.4,30,1.62,1
dish_1558639167,apple,154,21.56,36,7.7616,1
dish_1558639195,grapes,28,5.04,56,2.8224,3
dish_1558639195,carrot,54,5.4,30,1.62,3
dish_1558639195,corn on the cob,110,24.2,48,11.616,3
dish_1558639195,apple,154,21.56,36,7.7616,3
dish_1558639221,cauliflower,98,4.9,15,0.735,1
dish_1558639266,corn on the cob,29,6.38,48,3.0624,1
dish_1558639306,carrot,99,9.9,30,2.97,1
dish_1558639335,apple,116,16.24,36,5.8464,1
dish_1558639362,cauliflower,98,4.9,15,0.735,2
dish_1558639362,apple,116,16.24,36,5.8464,2
dish_1558639362,carrot,99,9.9,30,2.97,2
dish_1558639362,corn on the cob,29,6.38,48,3.0624,2
dish_1558639412,cantaloupe,97,7.76,65,5.044,1
dish_1558639440,apple,116,16.24,36,5.8464,1
dish_1558639482,corn on the cob,29,6.38,48,3.0624,1
dish_1558639526,carrot,78,7.8,30,2.34,1
dish_1558639555,cantaloupe,97,7.76,65,5.044,2
dish_1558639555,corn on the cob,29,6.38,48,3.0624,2
dish_1558639555,carrot,78,7.8,30,2.34,2
dish_1558639555,apple,116,16.24,36,5.8464,2
dish_1558639588,almonds,21,4.767,15,0.71505,1
dish_1558639630,corn on the cob,110,24.2,48,11.616,2
dish_1558639662,cherry tomatoes,89,3.471,30,1.0413,1
dish_1558639673,cherry tomatoes,89,3.471,30,1.0413,1
dish_1558639683,cherry tomatoes,89,3.471,30,1.0413,1
dish_1558639752,corn on the cob,110,24.2,48,11.616,2
dish_1558639752,cherry tomatoes,89,3.471,30,1.0413,2
dish_1558639752,almonds,21,4.767,15,0.71505,2
dish_1558639787,cauliflower,99,4.95,15,0.7425,1
dish_1558639818,cantaloupe,59,4.72,65,3.068,1
dish_1558639849,carrot,57,5.7,30,1.71,1
dish_1558639876,carrot,57,5.7,30,1.71,1
dish_1558639876,cantaloupe,59,4.72,65,3.068,1
dish_1558639876,cauliflower,99,4.95,15,0.7425,1
dish_1558639907,cherry tomatoes,58,2.262,30,0.6786,1
dish_1558639949,cantaloupe,64,5.12,65,3.328,1
dish_1558639979,almonds,90,20.43,15,3.0645,1
dish_1558640008,cherry tomatoes,58,2.262,30,0.6786,1
dish_1558640008,cantaloupe,64,5.12,65,3.328,1
dish_1558640008,almonds,90,20.43,15,3.0645,1
dish_1558640039,carrot,98,9.8,30,2.94,1
dish_1558640074,apple,116,16.24,36,5.8464,1
dish_1558640105,corn on the cob,73,16.06,48,7.7088,1
dish_1558640145,carrot,98,9.8,30,2.94,2
dish_1558640145,apple,116,16.24,36,5.8464,2
dish_1558640145,corn on the cob,73,16.06,48,7.7088,2
dish_1558640190,cantaloupe,58,4.64,65,3.016,1
dish_1558640238,cherry tomatoes,126,4.914,30,1.4742,1
dish_1558640267,grapes,92,16.56,56,9.2736,1
dish_1558640294,cantaloupe,58,4.64,65,3.016,1
dish_1558640294,cherry tomatoes,126,4.914,30,1.4742,1
dish_1558640311,grapes,92,16.56,56,9.2736,2
dish_1558640311,cantaloupe,58,4.64,65,3.016,2
dish_1558640311,cherry tomatoes,126,4.914,30,1.4742,2
dish_1558640373,cherry tomatoes,126,4.914,30,1.4742,2
dish_1558640373,grapes,92,16.56,56,9.2736,2
dish_1558640373,cantaloupe,58,4.64,65,3.016,2
dish_1558640418,carrot,35,3.5,30,1.05,1
dish_1558640450,apple,154,21.56,36,7.7616,1
dish_1558640477,corn on the cob,56,12.32,48,5.9136,1
dish_1558640513,carrot,35,3.5,30,1.05,2
dish_1558640513,apple,154,21.56,36,7.7616,2
dish_1558640513,corn on the cob,56,12.32,48,5.9136,2
dish_1558640563,cherry tomatoes,23,0.897,30,0.2691,1
dish_1558640593,apple,116,16.24,36,5.8464,1
dish_1558640604,apple,117,16.38,36,5.8968,1
dish_1558640614,apple,116,16.24,36,5.8464,1
dish_1558640671,cantaloupe,95,7.6,65,4.94,1
dish_1558640705,cherry tomatoes,23,0.897,30,0.2691,2
dish_1558640705,apple,116,16.24,36,5.8464,2
dish_1558640705,cantaloupe,95,7.6,65,4.94,2
dish_1558640748,cauliflower,58,2.9,15,0.435,1
dish_1558640781,apple,154,21.56,36,7.7616,1
dish_1558640808,carrot,26,2.6,30,0.78,1
dish_1558640849,apple,154,21.56,36,7.7616,1
dish_1558640849,cauliflower,58,2.9,15,0.435,1
dish_1558640849,carrot,26,2.6,30,0.78,1
dish_1558640882,cantaloupe,95,7.6,65,4.94,1
dish_1558640917,cauliflower,21,1.05,15,0.1575,1
dish_1558640941,carrot,53,5.3,30,1.59,1
dish_1558640979,cantaloupe,95,7.6,65,4.94,1
dish_1558640979,cauliflower,21,1.05,15,0.1575,1
dish_1558640979,carrot,53,5.3,30,1.59,1
dish_1558641007,carrot,57,5.7,30,1.71,1
dish_1558641037,apple,117,16.38,36,5.8968,1
dish_1558641075,cherry tomatoes,69,2.691,30,0.8073,1
dish_1558641108,cherry tomatoes,69,2.691,30,0.8073,1
dish_1558641108,apple,117,16.38,36,5.8968,1
dish_1558641108,carrot,57,5.7,30,1.71,1
dish_1558641164,apple,154,21.56,36,7.7616,1
dish_1558641200,carrot,8,0.8,30,0.24,1
dish_1558641211,carrot,8,0.8,30,0.24,1
dish_1558641253,corn on the cob,110,24.2,48,11.616,2
dish_1558641287,cherry tomatoes,64,2.496,30,0.7488,1
dish_1558641320,apple,154,21.56,36,7.7616,3
dish_1558641320,carrot,8,0.8,30,0.24,3
dish_1558641320,corn on the cob,110,24.2,48,11.616,3
dish_1558641320,cherry tomatoes,64,2.496,30,0.7488,3
dish_1558641358,cauliflower,97,4.85,15,0.7275,1
dish_1558641391,cantaloupe,58,4.64,65,3.016,1
dish_1558641416,corn on the cob,56,12.32,48,5.9136,1
dish_1558641442,cauliflower,97,4.85,15,0.7275,1
dish_1558641442,cantaloupe,58,4.64,65,3.016,1
dish_1558641442,corn on the cob,56,12.32,48,5.9136,1
dish_1558641897,corn on the cob,110,24.2,48,11.616,2
dish_1558641926,apple,154,21.56,36,7.7616,1
dish_1558641954,cherry tomatoes,102,3.978,30,1.1934,1
dish_1558641989,cauliflower,55,2.75,15,0.4125,1
dish_1558642021,apple,154,21.56,36,7.7616,3
dish_1558642021,corn on the cob,110,24.2,48,11.616,3
dish_1558642021,cherry tomatoes,102,3.978,30,1.1934,3
dish_1558642021,cauliflower,55,2.75,15,0.4125,3
dish_1558642089,carrot,96,9.6,30,2.88,1
dish_1558642420,carrot,95,9.5,30,2.85,1
dish_1558642458,cauliflower,92,4.6,15,0.69,1
dish_1558642490,carrot,95,9.5,30,2.85,1
dish_1558642490,cauliflower,92,4.6,15,0.69,1
dish_1558717604,apple,142,19.88,36,7.1568,1
dish_1558717886,apple,142,19.88,36,7.1568,1
dish_1558717969,corn on the cob,90,19.8,48,9.504,1
dish_1558718009,cantaloupe,76,6.08,65,3.952,1
dish_1558718051,cauliflower,97,4.85,15,0.7275,1
dish_1558718088,apple,142,19.88,36,7.1568,3
dish_1558718088,corn on the cob,90,19.8,48,9.504,3
dish_1558718088,cantaloupe,76,6.08,65,3.952,3
dish_1558718088,cauliflower,97,4.85,15,0.7275,3
dish_1558718587,cauliflower,41,2.05,15,0.3075,1
dish_1558718610,corn on the cob,107,23.54,48,11.2992,2
dish_1558718649,cantaloupe,76,6.08,65,3.952,1
dish_1558718680,almonds,23,5.221,15,0.78315,1
dish_1558718906,corn on the cob,107,23.54,48,11.2992,2
dish_1558718906,cantaloupe,76,6.08,65,3.952,2
dish_1558718906,cauliflower,41,2.05,15,0.3075,2
dish_1558718906,almonds,23,5.221,15,0.78315,2
dish_1558718974,almonds,73,16.571,15,2.48565,1
dish_1558719040,cantaloupe,94,7.52,65,4.888,1
dish_1558719066,apple,142,19.88,36,7.1568,1
dish_1558719097,cherry tomatoes,107,4.173,30,1.2519,1
dish_1558719145,cantaloupe,94,7.52,65,4.888,2
dish_1558719145,cherry tomatoes,107,4.173,30,1.2519,2
dish_1558719145,almonds,73,16.571,15,2.48565,2
dish_1558719145,apple,142,19.88,36,7.1568,2
dish_1558719215,cherry tomatoes,96,3.744,30,1.1232,1
dish_1558719298,almonds,46,10.442,15,1.5663,1
dish_1558719336,cauliflower,97,4.85,15,0.7275,1
dish_1558719377,apple,142,19.88,36,7.1568,1
dish_1558719401,corn on the cob,49,10.78,48,5.1744,1
dish_1558719514,almonds,46,10.442,15,1.5663,2
dish_1558719514,apple,142,19.88,36,7.1568,2
dish_1558719514,corn on the cob,49,10.78,48,5.1744,2
dish_1558719514,cherry tomatoes,96,3.744,30,1.1232,2
dish_1558719514,cauliflower,97,4.85,15,0.7275,2
dish_1558719570,apple,143,20.02,36,7.2072,1
dish_1558719994,almonds,133,30.191,15,4.52865,1
dish_1558720097,carrot,74,7.4,30,2.22,1
dish_1558720133,cauliflower,57,2.85,15,0.4275,1
dish_1558720236,apple,143,20.02,36,7.2072,2
dish_1558720236,carrot,74,7.4,30,2.22,2
dish_1558720236,cauliflower,57,2.85,15,0.4275,2
dish_1558720236,almonds,133,30.191,15,4.52865,2
dish_1558720289,cauliflower,80,4,15,0.6,1
dish_1558720335,cantaloupe,46,3.68,65,2.392,1
dish_1558720364,apple,142,19.88,36,7.1568,1
dish_1558720396,corn on the cob,90,19.8,48,9.504,1
dish_1558720427,cantaloupe,46,3.68,65,2.392,3
dish_1558720427,cauliflower,80,4,15,0.6,3
dish_1558720427,apple,142,19.88,36,7.1568,3
dish_1558720427,corn on the cob,90,19.8,48,9.504,3
dish_1558721272,carrot,72,7.2,30,2.16,1
dish_1558721323,cantaloupe,93,7.44,65,4.836,1
dish_1558721345,cauliflower,78,3.9,15,0.585,1
dish_1558721380,cherry tomatoes,107,4.173,30,1.2519,1
dish_1558721434,cherry tomatoes,107,4.173,30,1.2519,1
dish_1558721434,carrot,72,7.2,30,2.16,1
dish_1558721434,cauliflower,78,3.9,15,0.585,1
dish_1558721434,cantaloupe,93,7.44,65,4.836,1
dish_1558721484,cherry tomatoes,62,2.418,30,0.7254,1
dish_1558721533,cantaloupe,55,4.4,65,2.86,1
dish_1558721559,carrot,92,9.2,30,2.76,1
dish_1558721587,corn on the cob,90,19.8,48,9.504,1
dish_1558721636,carrot,92,9.2,30,2.76,2
dish_1558721636,corn on the cob,90,19.8,48,9.504,2
dish_1558721636,cantaloupe,55,4.4,65,2.86,2
dish_1558721636,cherry tomatoes,62,2.418,30,0.7254,2
dish_1558721669,cauliflower,97,4.85,15,0.7275,1
dish_1558721700,cantaloupe,56,4.48,65,2.912,1
dish_1558721726,apple,143,20.02,36,7.2072,1
dish_1558721757,almonds,133,30.191,15,4.52865,1
dish_1558721827,cantaloupe,56,4.48,65,2.912,2
dish_1558721827,apple,143,20.02,36,7.2072,2
dish_1558721827,cauliflower,97,4.85,15,0.7275,2
dish_1558721827,almonds,133,30.191,15,4.52865,2
dish_1558721904,apple,143,20.02,36,7.2072,1
dish_1558721931,cauliflower,53,2.65,15,0.3975,1
dish_1558721959,cherry tomatoes,62,2.418,30,0.7254,1
dish_1558721980,cantaloupe,79,6.32,65,4.108,1
dish_1558722068,almonds,31,7.037,15,1.05555,1
dish_1558722103,cherry tomatoes,62,2.418,30,0.7254,2
dish_1558722103,cauliflower,53,2.65,15,0.3975,2
dish_1558722103,apple,143,20.02,36,7.2072,2
dish_1558722103,cantaloupe,79,6.32,65,4.108,2
dish_1558722103,almonds,31,7.037,15,1.05555,2
dish_1558722125,almonds,86,19.522,15,2.9283,1
dish_1558722171,cauliflower,97,4.85,15,0.7275,1
dish_1558722207,apple,160,22.4,36,8.064,1
dish_1558722247,almonds,86,19.522,15,2.9283,2
dish_1558722247,cauliflower,97,4.85,15,0.7275,2
dish_1558722247,apple,160,22.4,36,8.064,2
dish_1558722322,carrot,92,9.2,30,2.76,1
dish_1558722370,cauliflower,79,3.95,15,0.5925,1
dish_1558722398,apple,161,22.54,36,8.1144,1
dish_1558722434,cherry tomatoes,47,1.833,30,0.5499,1
dish_1558722473,cherry tomatoes,47,1.833,30,0.5499,2
dish_1558722473,cauliflower,79,3.95,15,0.5925,2
dish_1558722473,apple,161,22.54,36,8.1144,2
dish_1558722473,carrot,92,9.2,30,2.76,2
dish_1558722636,carrot,75,7.5,30,2.25,1
dish_1558722665,cauliflower,60,3,15,0.45,1
dish_1558722685,cantaloupe,76,6.08,65,3.952,1
dish_1558722707,cherry tomatoes,107,4.173,30,1.2519,1
dish_1558722748,corn on the cob,49,10.78,48,5.1744,1
dish_1558722780,cauliflower,60,3,15,0.45,2
dish_1558722780,carrot,75,7.5,30,2.25,2
dish_1558722780,corn on the cob,49,10.78,48,5.1744,2
dish_1558722780,cantaloupe,76,6.08,65,3.952,2
dish_1558722780,cherry tomatoes,107,4.173,30,1.2519,2
dish_1558722842,cherry tomatoes,58,2.262,30,0.6786,1
dish_1558722871,cauliflower,60,3,15,0.45,1
dish_1558722883,cauliflower,60,3,15,0.45,1
dish_1558722906,corn on the cob,90,19.8,48,9.504,1
dish_1558722931,almonds,76,17.252,15,2.5878,1
dish_1558722968,cherry tomatoes,58,2.262,30,0.6786,2
dish_1558722968,cauliflower,60,3,15,0.45,2
dish_1558722968,almonds,76,17.252,15,2.5878,2
dish_1558722968,corn on the cob,90,19.8,48,9.504,2
dish_1558723015,carrot,76,7.6,30,2.28,1
dish_1558723047,cantaloupe,93,7.44,65,4.836,1
dish_1558723073,cherry tomatoes,90,3.51,30,1.053,1
dish_1558723096,cauliflower,66,3.3,15,0.495,1
dish_1558723123,corn on the cob,49,10.78,48,5.1744,1
dish_1558723414,corn on the cob,49,10.78,48,5.1744,1
dish_1558723449,apple,143,20.02,36,7.2072,1
dish_1558723475,cantaloupe,67,5.36,65,3.484,1
dish_1558723512,carrot,39,3.9,30,1.17,1
dish_1558723537,cauliflower,58,2.9,15,0.435,1
dish_1558723568,cantaloupe,67,5.36,65,3.484,2
dish_1558723568,corn on the cob,49,10.78,48,5.1744,2
dish_1558723568,carrot,39,3.9,30,1.17,2
dish_1558723568,cauliflower,58,2.9,15,0.435,2
dish_1558723568,apple,143,20.02,36,7.2072,2
dish_1558723639,cauliflower,41,2.05,15,0.3075,1
dish_1558723671,carrot,93,9.3,30,2.79,1
dish_1558723695,corn on the cob,90,19.8,48,9.504,1
dish_1558723719,almonds,40,9.08,15,1.362,1
dish_1558723742,carrot,93,9.3,30,2.79,2
dish_1558723742,almonds,40,9.08,15,1.362,2
dish_1558723742,corn on the cob,90,19.8,48,9.504,2
dish_1558723742,cauliflower,41,2.05,15,0.3075,2
dish_1558723777,apple,143,20.02,36,7.2072,1
dish_1558723818,corn on the cob,107,23.54,48,11.2992,2
dish_1558723847,almonds,96,21.792,15,3.2688,1
dish_1558723866,cauliflower,59,2.95,15,0.4425,1
dish_1558723894,almonds,96,21.792,15,3.2688,3
dish_1558723894,cauliflower,59,2.95,15,0.4425,3
dish_1558723894,corn on the cob,107,23.54,48,11.2992,3
dish_1558723894,apple,143,20.02,36,7.2072,3
dish_1558723926,cherry tomatoes,107,4.173,30,1.2519,1
dish_1558723960,cauliflower,52,2.6,15,0.39,1
dish_1558723982,almonds,51,11.577,15,1.73655,1
dish_1558724005,cantaloupe,93,7.44,65,4.836,1
dish_1558724031,cherry tomatoes,107,4.173,30,1.2519,1
dish_1558724031,cantaloupe,93,7.44,65,4.836,1
dish_1558724031,almonds,51,11.577,15,1.73655,1
dish_1558724031,cauliflower,52,2.6,15,0.39,1
dish_1558724574,brussels sprouts,118,10.62,15,1.593,1
dish_1558724607,honeydew melons,152,13.68,65,8.892,1
dish_1558724633,broccoli,94,6.58,15,0.987,1
dish_1558724658,brussels sprouts,118,10.62,15,1.593,2
dish_1558724658,honeydew melons,152,13.68,65,8.892,2
dish_1558724658,broccoli,94,6.58,15,0.987,2
dish_1558724689,cauliflower,79,3.95,15,0.5925,1
dish_1558724723,broccoli,112,7.84,15,1.176,1
dish_1558724766,apple,161,22.54,36,8.1144,1
dish_1558724799,cauliflower,79,3.95,15,0.5925,1
dish_1558724799,apple,161,22.54,36,8.1144,1
dish_1558724799,broccoli,112,7.84,15,1.176,1
dish_1558724853,brussels sprouts,118,10.62,15,1.593,1
dish_1558724891,apple,161,22.54,36,8.1144,1
dish_1558724912,carrot,75,7.5,30,2.25,1
dish_1558724932,almonds,72,16.344,15,2.4516,1
dish_1558724959,brussels sprouts,118,10.62,15,1.593,2
dish_1558724959,carrot,75,7.5,30,2.25,2
dish_1558724959,almonds,72,16.344,15,2.4516,2
dish_1558724959,apple,161,22.54,36,8.1144,2
dish_1558724992,almonds,79,17.933,15,2.68995,1
dish_1558725049,brussels sprouts,100,9,15,1.35,1
dish_1558725085,honeydew melons,151,13.59,65,8.8335,1
dish_1558725112,almonds,79,17.933,15,2.68995,2
dish_1558725112,brussels sprouts,100,9,15,1.35,2
dish_1558725112,honeydew melons,151,13.59,65,8.8335,2
dish_1558725193,almonds,132,29.964,15,4.4946,1
dish_1558725226,cauliflower,79,3.95,15,0.5925,1
dish_1558725253,broccoli,97,6.79,15,1.0185,1
dish_1558725286,broccoli,97,6.79,15,1.0185,1
dish_1558725286,almonds,132,29.964,15,4.4946,1
dish_1558725286,cauliflower,79,3.95,15,0.5925,1
dish_1558725353,brussels sprouts,94,8.46,15,1.269,1
dish_1558725403,almonds,50,11.35,15,1.7025,1
dish_1558725576,cauliflower,79,3.95,15,0.5925,1
dish_1558725621,brussels sprouts,94,8.46,15,1.269,1
dish_1558725621,almonds,50,11.35,15,1.7025,1
dish_1558725621,cauliflower,79,3.95,15,0.5925,1
dish_1558725702,brussels sprouts,117,10.53,15,1.5795,1
dish_1558725734,carrot,75,7.5,30,2.25,1
dish_1558725760,apple,161,22.54,36,8.1144,1
dish_1558725786,corn on the cob,107,23.54,48,11.2992,2
dish_1558725829,brussels sprouts,117,10.53,15,1.5795,3
dish_1558725829,carrot,75,7.5,30,2.25,3
dish_1558725829,corn on the cob,107,23.54,48,11.2992,3
dish_1558725829,apple,161,22.54,36,8.1144,3
dish_1559059924,bacon,20,0.28,0,0,1
dish_1559059954,bacon,20,0.28,0,0,1
dish_1559059992,sweet potato,94,16.92,70,11.844,2
dish_1559060055,strawberries,81,6.48,25,1.62,1
dish_1559060106,bacon,20,0.28,0,0,2
dish_1559060106,sweet potato,94,16.92,70,11.844,2
dish_1559060106,strawberries,81,6.48,25,1.62,2
dish_1559061675,watermelon,83,6.308,75,4.731,1
dish_1559061752,eggs,124,1.488,0,0,1
dish_1559062005,turkey bacon,30,0.93,0,0,1
dish_1559062051,sweet potato,74,13.32,70,9.324,1
dish_1559062082,watermelon,83,6.308,75,4.731,2
dish_1559062082,eggs,124,1.488,0,0,2
dish_1559062082,turkey bacon,30,0.93,0,0,2
dish_1559062082,sweet potato,74,13.32,70,9.324,2
dish_1559149615,bacon,23,0.322,0,0,1
dish_1559149650,carrot,64,6.4,30,1.92,1
dish_1559149688,eggs,181,2.172,0,0,1
dish_1559149719,bacon,23,0.322,0,0,1
dish_1559149719,carrot,64,6.4,30,1.92,1
dish_1559149719,eggs,181,2.172,0,0,1
dish_1559157777,spinach (raw),11,0.396,15,0.0594,1
dish_1559158354,broccoli,60,4.2,15,0.63,1
dish_1559158425,spinach (raw),13,0.468,15,0.0702,1
