Dish ID,Ingredient Name,Mass (g),Carbs (g),Glycemic Index,Glycemic Load
dish_1567024252,quinoa,2.307692,0.48461532,35,0.170
dish_1567024252,chicken thighs,23.076923,0,0,0.000
dish_1567024252,cauliflower,80,4,15,0.600
dish_1567024252,spinach (cooked),0.576923,0.02307692,15,0.003
dish_1567024252,roasted potatoes,31,5.58,59,3.292
dish_1567024252,cheese pizza,86,28.81,80,23.048
dish_1567024252,chayote squash,44,2.244,15,0.337
dish_1567024252,squash,1.153846,0.039230764,15,0.006
dish_1567024252,eggplant,1.153846,0.068076914,20,0.014
dish_1567024252,zucchini,44,1.188,15,0.178
dish_1567024252,mushroom,1.153846,0.038076918,15,0.006
dish_1567024252,greek salad,139,6.533,15,0.980
dish_1564518488,spinach (cooked),1.057692,0.04230768,15,0.006
dish_1564518488,cheese pizza,62,20.77,80,16.616
dish_1564518488,chicken thighs,42.307693,0,0,0.000
dish_1564518488,squash,2.115385,0.07192309,15,0.011
dish_1564518488,eggplant,2.115385,0.124807715,20,0.025
dish_1564518488,mushroom,2.115385,0.069807705,15,0.010
dish_1564518488,quinoa,4.230769,0.88846149,35,0.311
dish_1565118029,chicken breast,133,0,0,0.000
dish_1565118029,cheese pizza,76,25.46,80,20.368
dish_1565118029,cherry tomatoes,73,2.847,30,0.854
dish_1565118029,bell peppers,69,6.21,15,0.932
dish_1565118029,tuna,102,0,0,0.000
dish_1558635618,corn on the cob,74,16.28,48,7.814
dish_1558635618,apple,117,16.38,36,5.897
dish_1558635618,white rice,43,12.04,70,8.428
dish_1558635618,cauliflower,100,5,15,0.750
dish_1566934430,fish,212.467972,0,0,0.000
dish_1566934430,onions,10.623399,0.95610591,15,0.143
dish_1566934430,bell peppers,4.24936,0.3824424,15,0.057
dish_1566934430,artichokes,10.623399,1.16857389,20,0.234
dish_1566934430,arugula,6.374039,0.235839443,15,0.035
dish_1566934430,snow peas,8.498719,1.18982066,25,0.297
dish_1566934430,cookies,17,11.05,70,7.735
dish_1566934430,white beans,42.493595,10.66589235,33,3.520
dish_1566934430,cheese pizza,33,11.055,80,8.844
dish_1558114569,grapes,39,7.02,56,3.931
dish_1560874726,berries,72,10.08,35,3.528
dish_1560874726,bacon,11,0.154,0,0.000
dish_1560874726,yam,62,18.228,70,12.760
dish_1566328805,cherry tomatoes,36,1.404,30,0.421
dish_1566328805,pizza,233,76.89,80,61.512
dish_1566328805,chicken,167,0,0,0.000
dish_1566328805,pineapple,52,6.76,66,4.462
dish_1560798785,cheese pizza,108,36.18,80,28.944
dish_1560798785,tofu,81,1.539,15,0.231
dish_1560798785,cauliflower,90,4.5,15,0.675
dish_1560798785,broccoli,31,2.17,15,0.325
dish_1565379377,caesar salad,150,6.45,0,0.000
dish_1565379377,carrot,66.050522,6.6050522,30,1.982
dish_1565379377,white rice,17.183771,4.81145588,70,3.368
dish_1565379377,pork,120.2864,0,0,0.000
dish_1566413445,chicken,103,0,0,0.000
dish_1566413445,avocado,49,4.41,10,0.441
dish_1566413445,spinach (raw),61,2.196,15,0.329
dish_1566413445,broccoli,67,4.69,15,0.704
dish_1566413445,olives,80,5.04,15,0.756
dish_1566488981,cantaloupe,61,4.88,65,3.172
dish_1566488981,sweet potato,83.902443,15.10243974,70,10.572
dish_1564160161,bagels,97,47.53,69,32.796
dish_1565207896,apple,5.714286,0.80000004,36,0.288
dish_1565207896,bulgur,5.714286,4.34285736,55,2.389
dish_1565207896,cranberries,1.142857,0.13714284,45,0.062
dish_1565207896,brussels sprouts,78.720787,7.08487083,15,1.063
dish_1565207896,mustard greens,17.142857,0.805714279,32,0.258
dish_1565207896,arugula,11.428572,0.422857164,15,0.063
dish_1565207896,tofu,254,4.826,15,0.724
dish_1564518586,cucumbers,8.279883,0.16559766,15,0.025
dish_1564518586,zucchini,27,0.729,15,0.109
dish_1564518586,carrot,45.348122,4.5348122,30,1.360
dish_1564518586,spinach (cooked),1.057692,0.04230768,15,0.006
dish_1564518586,mixed greens,24.839651,1.316501503,15,0.197
dish_1564518586,lettuce,16.559767,0.480233243,15,0.072
dish_1564518586,quinoa,4.230769,0.88846149,35,0.311
dish_1564518586,eggplant,2.115385,0.124807715,20,0.025
dish_1564518586,squash,29.115385,0.98992309,15,0.148
dish_1564518586,mushroom,2.115385,0.069807705,15,0.010
dish_1564518586,broccoli,27,1.89,15,0.284
dish_1564518586,onions,3.311954,0.29807586,15,0.045
dish_1564518586,cheese pizza,62,20.77,80,16.616
dish_1564518586,cherry tomatoes,6.623907,0.258332373,30,0.077
dish_1564518586,chicken thighs,42.307693,0,0,0.000
dish_1565974409,chicken apple sausage,143,4.29,0,0.000
dish_1565974409,bacon,85,1.19,0,0.000
dish_1568060697,onions,36,3.24,15,0.486
dish_1568060697,avocado,64,5.76,10,0.576
dish_1568060697,mixed greens,61,3.233,15,0.485
dish_1558115364,potatoes,111,18.87,70,13.209
dish_1558115364,almonds,30,6.81,15,1.021
dish_1558115364,bacon,28,0.392,0,0.000
dish_1565727851,broccoli,68,4.76,15,0.714
dish_1565727851,parmesan cheese,22,0.924,0,0.000
dish_1565727851,chicken,97,0,0,0.000
dish_1565727851,olives,109,6.867,15,1.030
dish_1565727851,mixed greens,9,0.477,15,0.072
dish_1564773876,cherry tomatoes,59.23077,2.31000003,30,0.693
dish_1564773876,salmon,64.615387,0,0,0.000
dish_1564773876,lentils,12.923077,2.5846154,27,0.698
dish_1564773876,broccoli,58,4.06,15,0.609
dish_1564773876,pickles,0.646154,0.014861542,15,0.002
dish_1564773876,kale,3.230769,0.29076921,15,0.044
dish_1564773876,arugula,3.230769,0.119538453,15,0.018
dish_1560444724,watermelon,170,12.92,75,9.690
dish_1560444724,honeydew melons,173,15.57,65,10.121
dish_1561148021,mushroom,7.614679,0.251284407,15,0.038
dish_1561148021,chard,7.028424,0.260051688,15,0.039
dish_1561148021,onions,1.90367,0.1713303,15,0.026
dish_1561148021,raspberries,3.514212,0.42170544,25,0.105
dish_1561148021,cheese pizza,51,17.085,80,13.668
dish_1561148021,kale,1.90367,0.1713303,15,0.026
dish_1561148021,white rice,7.614679,2.13211012,70,1.492
dish_1561148021,eggs,2.141629,0.025699548,0,0.000
dish_1561148021,cream,1.522936,0.041119272,30,0.012
dish_1561148021,arugula,10.542636,0.390077532,15,0.059
dish_1561148021,blueberries,3.514212,0.506046528,25,0.127
dish_1561148021,almonds,1.405685,0.319090495,15,0.048
dish_1561148021,zucchini,48,1.296,15,0.194
dish_1561148021,ground turkey,57.110092,0,0,0.000
dish_1561148021,celery,0.951835,0.03236239,15,0.005
dish_1561148021,carrot,4.466047,0.4466047,30,0.134
dish_1558030435,honeydew melons,107,9.63,65,6.260
dish_1558030435,potatoes,88,14.96,70,10.472
dish_1558030435,bacon,26,0.364,0,0.000
dish_1558381860,avocado,59,5.31,10,0.531
dish_1558723073,cherry tomatoes,90,3.51,30,1.053
dish_1564518512,eggplant,2.115385,0.124807715,20,0.025
dish_1564518512,mushroom,2.115385,0.069807705,15,0.010
dish_1564518512,spinach (cooked),1.057692,0.04230768,15,0.006
dish_1564518512,cheese pizza,62,20.77,80,16.616
dish_1564518512,chicken thighs,42.307693,0,0,0.000
dish_1564518512,squash,2.115385,0.07192309,15,0.011
dish_1564518512,quinoa,4.230769,0.88846149,35,0.311
dish_1564518512,carrot,45.348122,4.5348122,30,1.360
dish_1564685450,mixed greens,22.040817,1.168163301,15,0.175
dish_1564685450,bell peppers,1.348138,0.12133242,15,0.018
dish_1564685450,steak,101.110382,0,0,0.000
dish_1564685450,cherry tomatoes,5.877551,0.229224489,30,0.069
dish_1564685450,millet,13.481384,3.195088008,70,2.237
dish_1564685450,lettuce,14.693877,0.426122433,15,0.064
dish_1564685450,onions,6.309122,0.56782098,15,0.085
dish_1564685450,cucumbers,7.346939,0.14693878,15,0.022
dish_1564685450,spinach (raw),3.370346,0.121332456,15,0.018
dish_1564685450,pizza,96,31.68,80,25.344
dish_1558109907,grapes,63,11.34,56,6.350
dish_1565023182,granola,5.16129,3.33935463,56,1.870
dish_1565023182,mixed greens,20.645161,1.094193533,15,0.164
dish_1565023182,blackberries,2.064516,0.189935472,25,0.047
dish_1565023182,raspberries,2.064516,0.24774192,25,0.062
dish_1565023182,scrambled eggs,228,3.648,0,0.000
dish_1565023182,bacon,48,0.672,0,0.000
dish_1558641320,apple,154,21.56,36,7.762
dish_1558641320,carrot,8,0.8,30,0.240
dish_1558641320,corn on the cob,110,24.2,48,11.616
dish_1558641320,cherry tomatoes,64,2.496,30,0.749
dish_1566501126,spinach (raw),25,0.9,15,0.135
dish_1566501126,carrot,38,3.8,30,1.140
dish_1566501126,parmesan cheese,34,1.428,0,0.000
dish_1566501126,olives,97,6.111,15,0.917
dish_1566501126,chicken,112,0,0,0.000
dish_1566501126,avocado,63,5.67,10,0.567
dish_1565726887,roasted potatoes,51,9.18,59,5.416
dish_1565726887,arugula,36.963696,1.367656752,15,0.205
dish_1565726887,cranberries,2.957096,0.35485152,45,0.160
dish_1565726887,onions,5.914192,0.53227728,15,0.080
dish_1565726887,broccoli,63.414635,4.43902445,15,0.666
dish_1565726887,celery root,0.462046,0.042508232,15,0.006
dish_1559841908,grapes,71,12.78,56,7.157
dish_1559841908,broccoli,32,2.24,15,0.336
dish_1559841908,pears,201,30.552,30,9.166
dish_1560370114,asparagus,39,1.521,15,0.228
dish_1558549605,white rice,75,21,70,14.700
dish_1558724633,broccoli,94,6.58,15,0.987
dish_1564170474,zucchini,56,1.512,15,0.227
dish_1564170474,squash,56,1.904,15,0.286
dish_1564170474,broccoli,56,3.92,15,0.588
dish_1559675268,cherry tomatoes,55,2.145,30,0.644
dish_1559675268,carrot,14,1.4,30,0.420
dish_1559675268,bell peppers,20,1.8,15,0.270
dish_1559675268,brussels sprouts,31,2.79,15,0.419
dish_1559675268,cucumbers,24,0.48,15,0.072
dish_1565727821,parmesan cheese,22,0.924,0,0.000
dish_1565727821,chicken,97,0,0,0.000
dish_1565727821,mixed greens,9,0.477,15,0.072
dish_1565727821,broccoli,68,4.76,15,0.714
dish_1565898758,tuna,280,0,0,0.000
dish_1565898758,olives,40,2.52,15,0.378
dish_1565898758,green beans,49.725002,3.48075014,30,1.044
dish_1565898758,spinach (raw),2.901179,0.104442444,15,0.016
dish_1565898758,brown rice,11.604714,2.66908422,50,1.335
dish_1565898758,carrot,75,7.5,30,2.250
dish_1565898758,cherry tomatoes,62,2.418,30,0.725
dish_1565898758,salmon,58.023571,0,0,0.000
dish_1565898758,jalapenos,0.580236,0.03771534,32,0.012
dish_1565898758,onions,25.160471,2.26444239,15,0.340
dish_1558468435,broccoli,80,5.6,15,0.840
dish_1568665970,cheese pizza,58,19.43,80,15.544
dish_1568665970,caesar salad,109,4.687,0,0.000
dish_1558547205,potatoes,96,16.32,70,11.424
dish_1558547205,almonds,25,5.675,15,0.851
dish_1558547205,spinach (raw),11,0.396,15,0.059
dish_1558547205,white rice,54,15.12,70,10.584
dish_1558641442,cauliflower,97,4.85,15,0.728
dish_1558641442,cantaloupe,58,4.64,65,3.016
dish_1558641442,corn on the cob,56,12.32,48,5.914
dish_1565034330,white rice,18.177151,5.08960228,70,3.563
dish_1565034330,onions,1.817715,0.16359435,15,0.025
dish_1565034330,green onions,0.908858,0.06362006,15,0.010
dish_1565034330,kale,4.544288,0.40898592,15,0.061
dish_1565034330,cauliflower,175,8.75,15,1.313
dish_1565034330,broccoli,9.088575,0.63620025,15,0.095
dish_1565034330,beef,136.328629,0,0,0.000
dish_1565034330,roasted potatoes,131,23.58,59,13.912
dish_1558636028,grapes,136,24.48,56,13.709
dish_1558636028,corn on the cob,19,4.18,48,2.006
dish_1558636028,cantaloupe,98,7.84,65,5.096
dish_1558636028,almonds,9,2.043,15,0.306
dish_1564685229,green beans,48.75,3.4125,30,1.024
dish_1564685229,cherry tomatoes,9.329447,0.363848433,30,0.109
dish_1564685229,steak,154.40889,0,0,0.000
dish_1564685229,bell peppers,2.058785,0.18529065,15,0.028
dish_1564685229,spinach (raw),5.146963,0.185290668,15,0.028
dish_1564685229,millet,20.587851,4.879320687,70,3.416
dish_1564685229,mixed greens,34.985424,1.854227472,15,0.278
dish_1564685229,onions,9.811686,0.88305174,15,0.132
dish_1564685229,lettuce,23.323614,0.676384806,15,0.101
dish_1564685229,cucumbers,11.661807,0.23323614,15,0.035
dish_1561049373,scrambled eggs,127,2.032,0,0.000
dish_1561049373,bacon,19,0.266,0,0.000
dish_1564601638,kale,3.75274,0.3377466,15,0.051
dish_1564601638,cherry tomatoes,3.002192,0.117085488,30,0.035
dish_1564601638,chard,3.002192,0.111081104,15,0.017
dish_1564601638,turnips,73,3.723,20,0.745
dish_1564601638,chicken,90.793655,0,0,0.000
dish_1564601638,roasted potatoes,90,16.2,59,9.558
dish_1564601638,fish,75.054802,0,0,0.000
dish_1564601638,brussels sprouts,125.953262,11.33579358,15,1.700
dish_1564601638,wheat berry,15.010961,2.867093551,30,0.860
dish_1558636928,cherry tomatoes,89,3.471,30,1.041
dish_1558639876,carrot,57,5.7,30,1.710
dish_1558639876,cantaloupe,59,4.72,65,3.068
dish_1558639876,cauliflower,99,4.95,15,0.743
dish_1566838378,scrambled eggs,65,1.04,0,0.000
dish_1566838378,watermelon,139,10.564,75,7.923
dish_1566838378,berries,133,18.62,35,6.517
dish_1566838378,pineapple,145,18.85,66,12.441
dish_1557853229,eggs,126,1.512,0,0.000
dish_1557937037,raspberries,49,5.88,25,1.470
dish_1559843690,strawberries,77,6.16,25,1.540
dish_1559843690,potatoes,39,6.63,70,4.641
dish_1559843690,broccoli,18,1.26,15,0.189
dish_1558636582,cherry tomatoes,89,3.471,30,1.041
dish_1558636582,apple,154,21.56,36,7.762
dish_1558636582,cauliflower,96,4.8,15,0.720
dish_1558636582,almonds,71,16.117,15,2.418
dish_1558723512,carrot,39,3.9,30,1.170
dish_1565379868,pork,132.983292,0,0,0.000
dish_1565379868,radishes,5.166265,0.17565301,15,0.026
dish_1565379868,white rice,18.997614,5.31933192,70,3.724
dish_1565379868,rice noodles,51.662647,12.91566175,58,7.491
dish_1565379868,cabbage,25.831324,0.826602368,15,0.124
dish_1565379868,carrot,112.48436,11.248436,30,3.375
dish_1565379868,mixed greens,25.831324,1.369060172,15,0.205
dish_1565379868,green onions,2.583133,0.18081931,15,0.027
dish_1565640868,olives,77,4.851,15,0.728
dish_1565640868,mixed greens,54,2.862,15,0.429
dish_1565640868,black beans,43,10.191,30,3.057
dish_1565640868,cucumbers,95,1.9,15,0.285
dish_1565640868,chicken,137,0,0,0.000
dish_1558114937,mixed greens,49,2.597,15,0.390
dish_1565035858,cherry tomatoes,65,2.535,30,0.761
dish_1565035858,chicken breast,164,0,0,0.000
dish_1565035858,watermelon,117,8.892,75,6.669
dish_1565035858,bell peppers,36,3.24,15,0.486
dish_1565035858,cauliflower,110,5.5,15,0.825
dish_1565035858,onions,39,3.51,15,0.527
dish_1565640365,wheat berry,17.905544,3.419958904,30,1.026
dish_1565640365,bell peppers,54,4.86,15,0.729
dish_1565640365,cherry tomatoes,248.952774,9.709158186,30,2.913
dish_1565640365,chicken breast,179.055435,0,0,0.000
dish_1565640365,pepperoni pizza,111,35.52,80,28.416
dish_1565640365,parmesan cheese,4.476386,0.188008212,0,0.000
dish_1565640365,spinach (raw),4.476386,0.161149896,15,0.024
dish_1568061145,cheese pizza,55,18.425,80,14.740
dish_1568061145,squash,139.08754,4.72897636,15,0.709
dish_1567537422,lettuce,31.063831,0.900851099,15,0.135
dish_1567537422,bell peppers,3.106383,0.27957447,15,0.042
dish_1567537422,broccoli,64.390244,4.50731708,15,0.676
dish_1567537422,cucumbers,15.531916,0.31063832,15,0.047
dish_1567537422,onions,3.106383,0.27957447,15,0.042
dish_1567537422,feta cheese,3.106383,0.130468086,0,0.000
dish_1567537422,cantaloupe,64,5.12,65,3.328
dish_1567537422,olives,3.106383,0.195702129,15,0.029
dish_1567537422,cherry tomatoes,7.765958,0.302872362,30,0.091
dish_1565811061,chicken,205,0,0,0.000
dish_1565811061,carrot,47,4.7,30,1.410
dish_1565811061,spinach (raw),20,0.72,15,0.108
dish_1565811061,broccoli,52,3.64,15,0.546
dish_1566402160,watermelon,80,6.08,75,4.560
dish_1566402160,yam,61.79245,18.1669803,70,12.717
dish_1566402160,cantaloupe,40,3.2,65,2.080
dish_1566402160,sweet potato,61.79245,11.122641,70,7.786
dish_1565798617,lettuce,14.227406,0.412594774,15,0.062
dish_1565798617,mixed greens,21.341108,1.131078724,15,0.170
dish_1565798617,berries,87,12.18,35,4.263
dish_1565798617,onions,2.845481,0.25609329,15,0.038
dish_1565798617,cucumbers,7.113703,0.14227406,15,0.021
dish_1565798617,broccoli,46.829269,3.27804883,15,0.492
dish_1565798617,cherry tomatoes,5.690962,0.221947518,30,0.067
dish_1559581333,bacon,22,0.308,0,0.000
dish_1559581333,eggs,152,1.824,0,0.000
dish_1559581333,cherry tomatoes,5.597668,0.218309052,30,0.065
dish_1559581333,lettuce,13.994169,0.405830901,15,0.061
dish_1559581333,mixed greens,20.991253,1.112536409,15,0.167
dish_1559581333,onions,2.798834,0.25189506,15,0.038
dish_1559581333,cucumbers,6.997085,0.1399417,15,0.021
dish_1558723568,cantaloupe,67,5.36,65,3.484
dish_1558723568,corn on the cob,49,10.78,48,5.174
dish_1558723568,carrot,39,3.9,30,1.170
dish_1558723568,cauliflower,58,2.9,15,0.435
dish_1558723568,apple,143,20.02,36,7.207
dish_1558026623,honeydew melons,83,7.47,65,4.856
dish_1566851616,caesar salad,137,5.891,0,0.000
dish_1566851616,broccoli,25.365854,1.77560978,15,0.266
dish_1566851616,cheese pizza,85,28.475,80,22.780
dish_1560543557,tomatoes,95,6.46,30,1.938
dish_1560543557,brown rice,4,0.92,50,0.460
dish_1560543557,olives,15,0.945,15,0.142
dish_1560543557,caesar salad,77,3.311,0,0.000
dish_1561060531,brussels sprouts,39,3.51,15,0.527
dish_1561060531,cheese pizza,41,13.735,80,10.988
dish_1561060531,pineapple,64,8.32,66,5.491
dish_1565637578,pineapple,56,7.28,66,4.805
dish_1565637578,parmesan cheese,1.355236,0.056919912,0,0.000
dish_1565637578,wheat berry,5.420944,1.035400304,30,0.311
dish_1565637578,spinach (raw),1.355236,0.048788496,15,0.007
dish_1565637578,cherry tomatoes,2.710472,0.105708408,30,0.032
dish_1565637578,quinoa,44.660194,9.37864074,35,3.283
dish_1565637578,chicken breast,54.209446,0,0,0.000
dish_1559149688,eggs,181,2.172,0,0.000
dish_1564691420,mixed greens,40.233238,2.132361614,15,0.320
dish_1564691420,lettuce,26.822157,0.777842553,15,0.117
dish_1564691420,cucumbers,13.411078,0.26822156,15,0.040
dish_1564691420,onions,5.364432,0.48279888,15,0.072
dish_1564691420,corn on the cob,71,15.62,48,7.498
dish_1564691420,green beans,39,2.73,30,0.819
dish_1564691420,cherry tomatoes,10.728864,0.418425696,30,0.126
dish_1559233570,strawberries,51,4.08,25,1.020
dish_1558113941,mixed greens,28,1.484,15,0.223
dish_1558113941,almonds,50,11.35,15,1.703
dish_1565728634,millet,3.359847,0.796283739,70,0.557
dish_1565728634,chicken,51.323174,0,0,0.000
dish_1565728634,beef,25.198854,0,0,0.000
dish_1565728634,wheat berry,5.132318,0.980272738,30,0.294
dish_1565728634,roasted potatoes,23,4.14,59,2.443
dish_1565728634,cheese pizza,47,15.745,80,12.596
dish_1565728634,pineapple,96,12.48,66,8.237
dish_1565728634,spinach (raw),1.283079,0.046190844,15,0.007
dish_1565728634,squash,97.657211,3.320345174,15,0.498
dish_1565728634,onions,0.839962,0.07559658,15,0.011
dish_1565728634,broccoli,58.536587,4.09756109,15,0.615
dish_1565728634,spinach (cooked),0.839962,0.03359848,15,0.005
dish_1560368162,cherry tomatoes,89,3.471,30,1.041
dish_1560368162,mushroom,34,1.122,15,0.168
dish_1560368162,eggplant,53.92157,3.18137263,20,0.636
dish_1559233055,garden salad,39,1.248,30,0.374
dish_1559232986,bacon,35,0.49,0,0.000
dish_1567537280,onions,1.899872,0.17098848,15,0.026
dish_1567537280,kale,4.749679,0.42747111,15,0.064
dish_1567537280,green onions,0.949936,0.06649552,15,0.010
dish_1567537280,carrot,64.078865,6.4078865,30,1.922
dish_1567537280,white rice,18.998716,5.31964048,70,3.724
dish_1567537280,cheese pizza,101,33.835,80,27.068
dish_1567537280,broccoli,61.206676,4.28446732,15,0.643
dish_1567537280,beef,142.490372,0,0,0.000
dish_1566931620,avocado,72,6.48,10,0.648
dish_1566931620,olives,91,5.733,15,0.860
dish_1566931620,mixed greens,91,4.823,15,0.723
dish_1566931620,chicken,136,0,0,0.000
dish_1566931620,broccoli,71,4.97,15,0.745
dish_1567785223,raspberries,3.806452,0.45677424,25,0.114
dish_1567785223,sausage,57,2.394,0,0.000
dish_1567785223,mixed greens,38.064514,2.017419242,15,0.303
dish_1567785223,scrambled eggs,145,2.32,0,0.000
dish_1567785223,granola,9.516129,6.156935463,56,3.448
dish_1567785223,blackberries,3.806452,0.350193584,25,0.088
dish_1564687046,white rice,19.55419,5.4751732,70,3.833
dish_1564687046,onions,4.631365,0.41682285,15,0.063
dish_1564687046,jalapenos,1.955419,0.127102235,32,0.041
dish_1564687046,steak,50.947094,0,0,0.000
dish_1564687046,green beans,81.900002,5.73300014,30,1.720
dish_1564687046,bell peppers,3.612423,0.32511807,15,0.049
dish_1564687046,millet,6.792946,1.609928202,70,1.127
dish_1564687046,kale,4.888547,0.43996923,15,0.066
dish_1564687046,spinach (raw),1.698236,0.061136496,15,0.009
dish_1564687046,fish,97.77095,0,0,0.000
dish_1566416388,roasted potatoes,129,23.22,59,13.700
dish_1566416388,eggplant,98.039215,5.784313685,20,1.157
dish_1566416388,green beans,83.849998,5.86949986,30,1.761
dish_1558381665,broccoli,51,3.57,15,0.536
dish_1560455343,carrot,2.122977,0.2122977,30,0.064
dish_1560455343,almonds,1.061489,0.240958003,15,0.036
dish_1560455343,blueberries,5.307444,0.764271936,25,0.191
dish_1560455343,spinach (raw),26.537216,0.955339776,15,0.143
dish_1565721855,zucchini,85.5,2.3085,15,0.346
dish_1565721855,chayote squash,85.5,4.3605,15,0.654
dish_1565721855,spinach (raw),4.512163,0.162437868,15,0.024
dish_1565721855,chicken,180.486496,0,0,0.000
dish_1565721855,wheat berry,18.048651,3.447292341,30,1.034
dish_1565721855,roasted potatoes,68,12.24,59,7.222
dish_1567020394,fish,43.489697,0,0,0.000
dish_1567020394,kale,2.174485,0.19570365,15,0.029
dish_1567020394,broccoli,163.902435,11.47317045,15,1.721
dish_1567020394,cherry tomatoes,1.739588,0.067843932,30,0.020
dish_1567020394,wheat berry,8.69794,1.66130654,30,0.498
dish_1567020394,chard,1.739588,0.064364756,15,0.010
dish_1567020394,brussels sprouts,34.440346,3.09963114,15,0.465
dish_1558458584,spinach (raw),14,0.504,15,0.076
dish_1558458584,grapes,77,13.86,56,7.762
dish_1558458584,almonds,51,11.577,15,1.737
dish_1567024187,quinoa,2.307692,0.48461532,35,0.170
dish_1567024187,spinach (cooked),0.576923,0.02307692,15,0.003
dish_1567024187,cheese pizza,86,28.81,80,23.048
dish_1567024187,chayote squash,44,2.244,15,0.337
dish_1567024187,squash,1.153846,0.039230764,15,0.006
dish_1567024187,chicken thighs,23.076923,0,0,0.000
dish_1567024187,eggplant,1.153846,0.068076914,20,0.014
dish_1567024187,zucchini,44,1.188,15,0.178
dish_1567024187,mushroom,1.153846,0.038076918,15,0.006
dish_1567024187,roasted potatoes,31,5.58,59,3.292
dish_1561392632,cucumbers,10.666667,0.21333334,15,0.032
dish_1561392632,bacon,27,0.378,0,0.000
dish_1561392632,berries,75,10.5,35,3.675
dish_1561392632,bell peppers,10.666667,0.96000003,15,0.144
dish_1561392632,broccoli,68,4.76,15,0.714
dish_1561392632,scrambled eggs,138,2.208,0,0.000
dish_1561392632,radishes,8.533333,0.290133322,15,0.044
dish_1566499686,spinach (raw),61.261261,2.205405396,15,0.331
dish_1566499686,white rice,23.770882,6.65584696,70,4.659
dish_1566499686,olives,37,2.331,15,0.350
dish_1566499686,onions,7.351352,0.66162168,15,0.099
dish_1566499686,pork,166.396179,0,0,0.000
dish_1566499686,sun dried tomatoes,4.900901,2.74450456,35,0.961
dish_1566499686,cucumbers,12.252253,0.24504506,15,0.037
dish_1561492519,banana with peel,124,17.856,48,8.571
dish_1561492519,wheat bread,82,34.522,65,22.439
dish_1560798744,broccoli,31,2.17,15,0.325
dish_1560798744,cheese pizza,108,36.18,80,28.944
dish_1560798744,tofu,81,1.539,15,0.231
dish_1558113304,grapes,54,9.72,56,5.443
dish_1558113304,cantaloupe,90,7.2,65,4.680
dish_1558113304,almonds,31,7.037,15,1.056
dish_1558630932,apple,142,19.88,36,7.157
dish_1558630932,cauliflower,89,4.45,15,0.668
dish_1558630932,almonds,34,7.718,15,1.158
dish_1560368019,pizza,125,41.25,80,33.000
dish_1560368019,green onions,0.540117,0.03780819,15,0.006
dish_1560368019,onions,2.16047,0.1944423,15,0.029
dish_1560368019,country rice,10.802348,3.413541968,55,1.877
dish_1560368019,eggplant,46.07843,2.71862737,20,0.544
dish_1560368019,spinach (raw),27,0.972,15,0.146
dish_1560368019,fish,54.011742,0,0,0.000
dish_1560368019,asparagus,33,1.287,15,0.193
dish_1566332193,spinach (raw),65,2.34,15,0.351
dish_1566332193,avocado,79,7.11,10,0.711
dish_1566332193,olives,112,7.056,15,1.058
dish_1566332193,chicken,150,0,0,0.000
dish_1566332193,cucumbers,98,1.96,15,0.294
dish_1566923004,scrambled eggs,84,1.344,0,0.000
dish_1566923004,pineapple,69,8.97,66,5.920
dish_1558115512,sausage,126,5.292,0,0.000
dish_1560356523,bacon,92,1.288,0,0.000
dish_1561393764,broccoli,49,3.43,15,0.515
dish_1561393764,scrambled eggs,116,1.856,0,0.000
dish_1561393764,bacon,17,0.238,0,0.000
dish_1564601569,turnips,73,3.723,20,0.745
dish_1564601569,roasted potatoes,90,16.2,59,9.558
dish_1564601569,brussels sprouts,125.953262,11.33579358,15,1.700
dish_1568044581,sweet potato,112.195122,20.19512196,70,14.137
dish_1568044581,watermelon,118,8.968,75,6.726
dish_1560787781,bacon,7,0.098,0,0.000
dish_1560787781,berries,61,8.54,35,2.989
dish_1560787781,yam,29,8.526,70,5.968
dish_1561480414,turkey bacon,16,0.496,0,0.000
dish_1561480414,berries,113,15.82,35,5.537
dish_1565032714,strawberries,25.718702,2.05749616,25,0.514
dish_1565032714,figs,20.574961,13.37372465,35,4.681
dish_1565032714,squash,120.345253,4.091738602,15,0.614
dish_1565032714,arugula,128.593506,4.757959722,15,0.714
dish_1558031019,yam,72,21.168,70,14.818
dish_1558031019,bacon,15,0.21,0,0.000
dish_1558031019,honeydew melons,49,4.41,65,2.867
dish_1558379391,cantaloupe,48,3.84,65,2.496
dish_1558379391,sausage,66,2.772,0,0.000
dish_1558379391,almonds,56,12.712,15,1.907
dish_1558379391,grapes,53,9.54,56,5.342
dish_1565035802,onions,39,3.51,15,0.527
dish_1565035802,cherry tomatoes,65,2.535,30,0.761
dish_1565035802,cauliflower,110,5.5,15,0.825
dish_1565035802,bell peppers,36,3.24,15,0.486
dish_1561060503,pineapple,64,8.32,66,5.491
dish_1561060503,cheese pizza,41,13.735,80,10.988
dish_1561049409,bacon,19,0.266,0,0.000
dish_1561049409,scrambled eggs,127,2.032,0,0.000
dish_1561049409,raspberries,51,6.12,25,1.530
dish_1558460908,apple,142,19.88,36,7.157
dish_1558460908,grapes,96,17.28,56,9.677
dish_1558460908,cherry tomatoes,56,2.184,30,0.655
dish_1558460908,spinach (raw),8,0.288,15,0.043
dish_1565035830,cherry tomatoes,65,2.535,30,0.761
dish_1565035830,chicken breast,164,0,0,0.000
dish_1565035830,bell peppers,36,3.24,15,0.486
